x;y;z;rho_r;rho_b;psi
46;49;55;3.08147e-05;0.507091;-0.999878
47;49;55;8.02611e-06;0.507106;-0.999968
48;49;55;2.74257e-06;0.507103;-0.999989
49;49;55;1.38112e-06;0.507104;-0.999995
50;49;55;1.13009e-06;0.507103;-0.999996
51;49;55;1.54495e-06;0.5071;-0.999994
52;49;55;3.35714e-06;0.507095;-0.999987
53;49;55;1.03842e-05;0.507092;-0.999959
54;49;55;4.0709e-05;0.507067;-0.999839
55;49;55;0.00018713;0.50698;-0.999262
56;49;55;0.000963021;0.506648;-0.996206
57;49;55;0.00522158;0.504573;-0.979515
58;49;55;0.0263365;0.493626;-0.898698
59;49;55;0.106106;0.452621;-0.620187
60;49;55;0.310371;0.348946;-0.058508
61;49;55;0.630559;0.187214;0.542137
62;49;55;0.886746;0.0576701;0.877871
63;49;55;0.979128;0.0106901;0.9784
37;50;55;0.974782;0.012911;0.973856
38;50;55;0.866672;0.0678548;0.854783
39;50;55;0.589344;0.208196;0.477904
40;50;55;0.273006;0.367743;-0.147853
41;50;55;0.0871329;0.462421;-0.682896
42;50;55;0.0199482;0.496933;-0.922813
43;50;55;0.00366453;0.505358;-0.985602
44;50;55;0.000635579;0.50683;-0.997495
45;50;55;0.000117806;0.507036;-0.999535
46;50;55;2.49257e-05;0.507093;-0.999902
47;50;55;6.39218e-06;0.507114;-0.999975
48;50;55;2.18684e-06;0.507103;-0.999991
49;50;55;1.13009e-06;0.507103;-0.999996
50;50;55;9.60882e-07;0.507099;-0.999996
51;50;55;1.36392e-06;0.507097;-0.999995
52;50;55;3.06535e-06;0.507092;-0.999988
53;50;55;9.71694e-06;0.507088;-0.999962
54;50;55;3.84972e-05;0.507057;-0.999848
55;50;55;0.000176959;0.506975;-0.999302
56;50;55;0.000907056;0.506661;-0.996426
57;50;55;0.00490756;0.504706;-0.98074
58;50;55;0.0248832;0.494414;-0.904166
59;50;55;0.101421;0.455057;-0.63549
60;50;55;0.300488;0.353743;-0.0814007
61;50;55;0.619352;0.192924;0.524979
62;50;55;0.881071;0.0605534;0.871385
63;50;55;0.977799;0.0113523;0.977046
37;51;55;0.976452;0.0120708;0.975578
38;51;55;0.874178;0.0640815;0.863403
39;51;55;0.603996;0.200727;0.501127
40;51;55;0.285692;0.361412;-0.117014
41;51;55;0.0932668;0.459223;-0.662377
42;51;55;0.0219126;0.495952;-0.915373
43;51;55;0.00411555;0.505168;-0.983838
44;51;55;0.000728409;0.506791;-0.99713
45;51;55;0.000138298;0.507036;-0.999455
46;51;55;3.0157e-05;0.507095;-0.999881
47;51;55;8.0367e-06;0.507107;-0.999968
48;51;55;2.87169e-06;0.507102;-0.999989
49;51;55;1.54495e-06;0.5071;-0.999994
50;51;55;1.36392e-06;0.507097;-0.999995
51;51;55;1.99607e-06;0.507091;-0.999992
52;51;55;4.51553e-06;0.50708;-0.999982
53;51;55;1.39813e-05;0.507073;-0.999945
54;51;55;5.32059e-05;0.507038;-0.99979
55;51;55;0.000233757;0.506928;-0.999078
56;51;55;0.00114505;0.506548;-0.995489
57;51;55;0.0059246;0.504209;-0.976772
58;51;55;0.0286758;0.49237;-0.88993
59;51;55;0.111883;0.449694;-0.601539
60;51;55;0.319789;0.344227;-0.0368036
61;51;55;0.638975;0.182968;0.554792
62;51;55;0.889844;0.0560863;0.881416
63;51;55;0.979578;0.0104577;0.978874
37;52;55;0.980928;0.00980537;0.980206
38;52;55;0.89523;0.0533978;0.887421
39;52;55;0.648742;0.178089;0.569224
40;52;55;0.327317;0.340494;-0.0197307
41;52;55;0.114856;0.448181;-0.592013
42;52;55;0.0292481;0.492152;-0.88781
43;52;55;0.00591825;0.504263;-0.976799
44;52;55;0.0011166;0.506609;-0.995602
45;52;55;0.00022605;0.506976;-0.999109
46;52;55;5.30536e-05;0.507085;-0.999791
47;52;55;1.53206e-05;0.507104;-0.99994
48;52;55;5.90138e-06;0.507099;-0.999977
49;52;55;3.35714e-06;0.507095;-0.999987
50;52;55;3.06535e-06;0.507092;-0.999988
51;52;55;4.51553e-06;0.50708;-0.999982
52;52;55;9.88552e-06;0.507067;-0.999961
53;52;55;2.87531e-05;0.50706;-0.999887
54;52;55;0.000101565;0.506993;-0.999599
55;52;55;0.000414241;0.506829;-0.998367
56;52;55;0.00188618;0.50615;-0.992575
57;52;55;0.00900697;0.502564;-0.964787
58;52;55;0.0397808;0.486714;-0.848884
59;52;55;0.14094;0.434866;-0.510459
60;52;55;0.370285;0.318756;0.0747838
61;52;55;0.687804;0.158418;0.625587
62;52;55;0.910494;0.0455549;0.904702
63;52;55;0.983731;0.00834651;0.983174
37;53;55;0.986551;0.00692485;0.986059
38;53;55;0.92365;0.038872;0.919229
39;53;55;0.718774;0.142932;0.668257
40;53;55;0.401935;0.302757;0.140738
41;53;55;0.158484;0.425899;-0.457603
42;53;55;0.0460775;0.483551;-0.826001
43;53;55;0.0105652;0.501838;-0.958762
44;53;55;0.0022133;0.506063;-0.991291
45;53;55;0.000492296;0.506883;-0.998059
46;53;55;0.000127116;0.507046;-0.999499
47;53;55;4.05231e-05;0.507085;-0.99984
48;53;55;1.70958e-05;0.507097;-0.999933
49;53;55;1.03842e-05;0.507092;-0.999959
50;53;55;9.71694e-06;0.507088;-0.999962
51;53;55;1.39813e-05;0.507073;-0.999945
52;53;55;2.87531e-05;0.50706;-0.999887
53;53;55;7.6931e-05;0.507006;-0.999697
54;53;55;0.000249347;0.506912;-0.999017
55;53;55;0.000934774;0.506574;-0.996316
56;53;55;0.00388468;0.505079;-0.984735
57;53;55;0.0166098;0.498665;-0.93553
58;53;55;0.0638658;0.474281;-0.762646
59;53;55;0.196743;0.406475;-0.347688
60;53;55;0.455936;0.275495;0.246696
61;53;55;0.759114;0.122418;0.722261
62;53;55;0.936872;0.032152;0.93364
63;53;55;0.988776;0.00577391;0.988389
38;54;55;0.951971;0.0245482;0.949723
39;54;55;0.802262;0.100519;0.777313
40;54;55;0.512611;0.247026;0.349621
41;54;55;0.235694;0.386925;-0.242895
42;54;55;0.0810477;0.465316;-0.703319
43;54;55;0.0222669;0.495952;-0.914064
44;54;55;0.00539745;0.504433;-0.978826
45;54;55;0.00135071;0.506471;-0.99468
46;54;55;0.000387669;0.506915;-0.998472
47;54;55;0.000136812;0.507031;-0.99946
48;54;55;6.31203e-05;0.50706;-0.999751
49;54;55;4.0709e-05;0.507067;-0.999839
50;54;55;3.84972e-05;0.507057;-0.999848
51;54;55;5.32059e-05;0.507038;-0.99979
52;54;55;0.000101565;0.506993;-0.999599
53;54;55;0.000249347;0.506912;-0.999017
54;54;55;0.000741225;0.506663;-0.997078
55;54;55;0.00253547;0.505668;-0.990022
56;54;55;0.00947798;0.502293;-0.96296
57;54;55;0.0349729;0.48933;-0.866593
58;54;55;0.112045;0.449227;-0.600745
59;54;55;0.291434;0.358676;-0.103431
60;54;55;0.576045;0.214912;0.456577
61;54;55;0.838816;0.0819504;0.821995
62;54;55;0.961811;0.0195634;0.960131
38;55;55;0.973979;0.0133571;0.972943
39;55;55;0.881471;0.0603249;0.871894
40;55;55;0.651436;0.17698;0.572726
41;55;55;0.359037;0.32432;0.0508032
42;55;55;0.150558;0.429863;-0.481212
43;55;55;0.051197;0.480956;-0.807585
44;55;55;0.0151164;0.499548;-0.941257
45;55;55;0.00439274;0.504919;-0.98275
46;55;55;0.00141958;0.506422;-0.994409
47;55;55;0.000553591;0.506847;-0.997818
48;55;55;0.000276651;0.506925;-0.998909
49;55;55;0.00018713;0.50698;-0.999262
50;55;55;0.000176959;0.506975;-0.999302
51;55;55;0.000233757;0.506928;-0.999078
52;55;55;0.000414241;0.506829;-0.998367
53;55;55;0.000934774;0.506574;-0.996316
54;55;55;0.00253547;0.505668;-0.990022
55;55;55;0.00784315;0.503146;-0.969302
56;55;55;0.0253775;0.49415;-0.902305
57;55;55;0.0771128;0.467198;-0.716659
58;55;55;0.203064;0.403542;-0.330491
59;55;55;0.43377;0.286318;0.20477
60;55;55;0.715838;0.144445;0.664193
61;55;55;0.908998;0.0463935;0.902881
62;55;55;0.980107;0.0102352;0.97933
38;56;55;0.987805;0.00630686;0.987312
39;56;55;0.940623;0.0302947;0.937596
40;56;55;0.792463;0.105387;0.765246
41;56;55;0.531034;0.237701;0.381578
42;56;55;0.276502;0.366176;-0.139532
43;56;55;0.117516;0.446291;-0.583134
44;56;55;0.0441383;0.484831;-0.833116
45;56;55;0.0155943;0.499297;-0.939427
46;56;55;0.00583455;0.504222;-0.977122
47;56;55;0.00253463;0.505879;-0.990029
48;56;55;0.00136929;0.506467;-0.994607
49;56;55;0.000963021;0.506648;-0.996206
50;56;55;0.000907056;0.506661;-0.996426
51;56;55;0.00114505;0.506548;-0.995489
52;56;55;0.00188618;0.50615;-0.992575
53;56;55;0.00388468;0.505079;-0.984735
54;56;55;0.00947798;0.502293;-0.96296
55;56;55;0.0253775;0.49415;-0.902305
56;56;55;0.067843;0.47216;-0.748731
57;56;55;0.166578;0.421737;-0.433711
58;56;55;0.354142;0.326715;0.0402832
59;56;55;0.615316;0.195497;0.517776
60;56;55;0.843591;0.0794788;0.827795
61;56;55;0.957074;0.0220039;0.955052
39;57;55;0.975054;0.0127999;0.974085
40;57;55;0.901072;0.0504224;0.894014
41;57;55;0.722156;0.141093;0.673112
42;57;55;0.469841;0.26815;0.273297
43;57;55;0.253105;0.378232;-0.198195
44;57;55;0.119372;0.445337;-0.577227
45;57;55;0.0534295;0.479766;-0.799588
46;57;55;0.0241692;0.494943;-0.906883
47;57;55;0.0120305;0.501065;-0.953106
48;57;55;0.00710634;0.503617;-0.972171
49;57;55;0.00522158;0.504573;-0.979515
50;57;55;0.00490756;0.504706;-0.98074
51;57;55;0.0059246;0.504209;-0.976772
52;57;55;0.00900697;0.502564;-0.964787
53;57;55;0.0166098;0.498665;-0.93553
54;57;55;0.0349729;0.48933;-0.866593
55;57;55;0.0771128;0.467198;-0.716659
56;57;55;0.166578;0.421737;-0.433711
57;57;55;0.329399;0.339322;-0.0148388
58;57;55;0.562312;0.222146;0.433632
59;57;55;0.79202;0.105662;0.76459
60;57;55;0.931032;0.0353151;0.92691
61;57;55;0.982948;0.00888105;0.982092
40;58;55;0.962195;0.0193358;0.960601
41;58;55;0.874475;0.0637775;0.864051
42;58;55;0.697525;0.153663;0.638945
43;58;55;0.47271;0.266686;0.278638
44;58;55;0.281932;0.363404;-0.126248
45;58;55;0.156871;0.426633;-0.462314
46;58;55;0.0869596;0.462244;-0.683325
47;58;55;0.0512369;0.48086;-0.807415
48;58;55;0.0338058;0.489737;-0.870858
49;58;55;0.0263365;0.493626;-0.898698
50;58;55;0.0248832;0.494414;-0.904166
51;58;55;0.0286758;0.49237;-0.88993
52;58;55;0.0397808;0.486714;-0.848884
53;58;55;0.0638658;0.474281;-0.762646
54;58;55;0.112045;0.449227;-0.600745
55;58;55;0.203064;0.403542;-0.330491
56;58;55;0.354142;0.326715;0.0402832
57;58;55;0.562312;0.222146;0.433632
58;58;55;0.772886;0.115407;0.74016
59;58;55;0.913831;0.0440745;0.907977
60;58;55;0.975182;0.0128665;0.973956
40;59;55;0.988013;0.00618481;0.987558
41;59;55;0.956953;0.0220332;0.954988
42;59;55;0.875504;0.0632465;0.865254
43;59;55;0.726242;0.138982;0.678737
44;59;55;0.539405;0.23343;0.395912
45;59;55;0.370549;0.318405;0.075687
46;59;55;0.248487;0.380399;-0.209756
47;59;55;0.171228;0.419343;-0.420127
48;59;55;0.127446;0.441814;-0.552239
49;59;55;0.106106;0.452621;-0.620187
50;59;55;0.101421;0.455057;-0.63549
51;59;55;0.111883;0.449694;-0.601539
52;59;55;0.14094;0.434866;-0.510459
53;59;55;0.196743;0.406475;-0.347688
54;59;55;0.291434;0.358676;-0.103431
55;59;55;0.43377;0.286318;0.20477
56;59;55;0.615316;0.195497;0.517776
57;59;55;0.79202;0.105662;0.76459
58;59;55;0.913831;0.0440745;0.907977
59;59;55;0.971984;0.0145064;0.97059
41;60;55;0.988091;0.00614243;0.987644
42;60;55;0.962801;0.0190156;0.961264
43;60;55;0.90361;0.04911;0.896906
44;60;55;0.799165;0.101929;0.773766
45;60;55;0.663717;0.170702;0.590848
46;60;55;0.529786;0.238226;0.37963
47;60;55;0.422479;0.292399;0.181961
48;60;55;0.349904;0.32901;0.0307762
49;60;55;0.310371;0.348946;-0.058508
50;60;55;0.300488;0.353743;-0.0814007
51;60;55;0.319789;0.344227;-0.0368036
52;60;55;0.370285;0.318756;0.0747838
53;60;55;0.455936;0.275495;0.246696
54;60;55;0.576045;0.214912;0.456577
55;60;55;0.715838;0.144445;0.664193
56;60;55;0.843591;0.0794788;0.827795
57;60;55;0.931032;0.0353151;0.92691
58;60;55;0.975182;0.0128665;0.973956
43;61;55;0.975907;0.0123576;0.974991
44;61;55;0.943343;0.0288888;0.940572
45;61;55;0.887933;0.0570069;0.879343
46;61;55;0.814036;0.0944931;0.791987
47;61;55;0.736269;0.133974;0.6921
48;61;55;0.671294;0.166731;0.602085
49;61;55;0.630559;0.187214;0.542137
50;61;55;0.619352;0.192924;0.524979
51;61;55;0.638975;0.182968;0.554792
52;61;55;0.687804;0.158418;0.625587
53;61;55;0.759114;0.122418;0.722261
54;61;55;0.838816;0.0819504;0.821995
55;61;55;0.908998;0.0463935;0.902881
56;61;55;0.957074;0.0220039;0.955052
57;61;55;0.982948;0.00888105;0.982092
44;62;55;0.988469;0.00596092;0.988011
45;62;55;0.975745;0.0124382;0.974826
46;62;55;0.955799;0.0225999;0.953802
47;62;55;0.930319;0.0354716;0.926544
48;62;55;0.905014;0.048367;0.898536
49;62;55;0.886746;0.0576701;0.877871
50;62;55;0.881071;0.0605534;0.871385
51;62;55;0.889844;0.0560863;0.881416
52;62;55;0.910494;0.0455549;0.904702
53;62;55;0.936872;0.032152;0.93364
54;62;55;0.961811;0.0195634;0.960131
55;62;55;0.980107;0.0102352;0.97933
47;63;55;0.987887;0.00623409;0.987458
48;63;55;0.982961;0.008747;0.98236
49;63;55;0.979128;0.0106901;0.9784
50;63;55;0.977799;0.0113523;0.977046
51;63;55;0.979578;0.0104577;0.978874
52;63;55;0.983731;0.00834651;0.983174
53;63;55;0.988776;0.00577391;0.988389
49;37;56;0.9891;0.00561645;0.988707
50;37;56;0.988257;0.00605221;0.987826
51;37;56;0.989013;0.00565922;0.988621
45;38;56;0.988405;0.00602417;0.987884
46;38;56;0.978095;0.0112824;0.977193
47;38;56;0.964074;0.0184126;0.962518
48;38;56;0.948994;0.026072;0.946523
49;38;56;0.937204;0.0320941;0.933779
50;38;56;0.932558;0.0344747;0.9287
51;38;56;0.936668;0.0323677;0.933196
52;38;56;0.948086;0.0265284;0.945561
53;38;56;0.963068;0.018916;0.961474
54;38;56;0.977238;0.0117039;0.97633
55;38;56;0.987805;0.00630686;0.987312
43;39;56;0.989141;0.00566784;0.988605
44;39;56;0.9733;0.0137346;0.97217
45;39;56;0.943529;0.0288459;0.940669
46;39;56;0.898437;0.0517262;0.891121
47;39;56;0.844363;0.0792196;0.828452
48;39;56;0.793199;0.105168;0.765869
49;39;56;0.756988;0.12346;0.719551
50;39;56;0.743473;0.130265;0.701822
51;39;56;0.755195;0.12436;0.71722
52;39;56;0.789931;0.10683;0.761743
53;39;56;0.840309;0.0812618;0.823645
54;39;56;0.894559;0.053676;0.886788
55;39;56;0.940623;0.0302947;0.937596
56;39;56;0.971567;0.0145801;0.97043
57;39;56;0.988295;0.00606457;0.987802
42;40;56;0.983524;0.00854087;0.982782
43;40;56;0.954474;0.0233121;0.952317
44;40;56;0.894926;0.0535709;0.88704
45;40;56;0.801052;0.101061;0.775945
46;40;56;0.68838;0.158306;0.626057
47;40;56;0.581955;0.211851;0.466239
48;40;56;0.500296;0.253178;0.327971
49;40;56;0.450311;0.278334;0.236024
50;40;56;0.432961;0.28719;0.202418
51;40;56;0.447738;0.279649;0.231086
52;40;56;0.495058;0.255801;0.318644
53;40;56;0.574313;0.215731;0.453875
54;40;56;0.679267;0.16289;0.613161
55;40;56;0.792463;0.105387;0.765246
56;40;56;0.888764;0.0566408;0.880177
57;40;56;0.951158;0.0249326;0.948913
58;40;56;0.982142;0.00919806;0.981443
41;41;56;0.981118;0.00977993;0.98026
42;41;56;0.941204;0.0301336;0.937954
43;41;56;0.851859;0.0752452;0.837677
44;41;56;0.708761;0.147995;0.654522
45;41;56;0.543808;0.231317;0.403149
46;41;56;0.39881;0.304148;0.134662
47;41;56;0.293521;0.357586;-0.0983942
48;41;56;0.226486;0.391314;-0.266798
49;41;56;0.190475;0.409755;-0.365326
50;41;56;0.178602;0.415722;-0.398975
51;41;56;0.188574;0.410714;-0.370674
52;41;56;0.222332;0.393448;-0.277884
53;41;56;0.286456;0.361146;-0.115332
54;41;56;0.388528;0.309367;0.113427
55;41;56;0.531034;0.237701;0.381578
56;41;56;0.696401;0.154206;0.637422
57;41;56;0.843249;0.0795263;0.827637
58;41;56;0.937029;0.0321819;0.933591
59;41;56;0.979631;0.010481;0.978829
40;42;56;0.983524;0.00854087;0.982782
41;42;56;0.941204;0.0301336;0.937954
42;42;56;0.834898;0.0837817;0.817604
43;42;56;0.655543;0.175188;0.578231
44;42;56;0.452288;0.276903;0.24052
45;42;56;0.286762;0.360973;-0.11457
46;42;56;0.176416;0.416898;-0.40532
47;42;56;0.111494;0.449615;-0.602595
48;42;56;0.0766609;0.467677;-0.718333
49;42;56;0.0597658;0.476376;-0.777052
50;42;56;0.054582;0.479108;-0.795454
51;42;56;0.0588989;0.476837;-0.78012
52;42;56;0.0745948;0.468743;-0.72542
53;42;56;0.107606;0.451649;-0.615181
54;42;56;0.169679;0.420279;-0.424775
55;42;56;0.276502;0.366176;-0.139532
56;42;56;0.439074;0.283514;0.215282
57;42;56;0.642746;0.1816;0.559408
58;42;56;0.826631;0.0878673;0.807835
59;42;56;0.937787;0.0317902;0.934425
60;42;56;0.982544;0.0089911;0.981864
39;43;56;0.989141;0.00566784;0.988605
40;43;56;0.954474;0.0233121;0.952317
41;43;56;0.851859;0.0752452;0.837677
42;43;56;0.655543;0.175188;0.578231
43;43;56;0.422207;0.291974;0.182353
44;43;56;0.237479;0.386336;-0.238624
45;43;56;0.122808;0.443586;-0.566352
46;43;56;0.0630134;0.474658;-0.765606
47;43;56;0.0340182;0.489799;-0.870114
48;43;56;0.0206322;0.496597;-0.92022
49;43;56;0.0148929;0.499518;-0.942097
50;43;56;0.0132394;0.500421;-0.948451
51;43;56;0.014621;0.499674;-0.943142
52;43;56;0.0199392;0.496979;-0.922854
53;43;56;0.0325359;0.490576;-0.875606
54;43;56;0.0601197;0.47621;-0.775811
55;43;56;0.117516;0.446291;-0.583134
56;43;56;0.229091;0.390573;-0.260597
57;43;56;0.411579;0.297262;0.161274
58;43;56;0.646127;0.179866;0.564485
59;43;56;0.846863;0.0776766;0.831967
60;43;56;0.952941;0.0240196;0.950828
61;43;56;0.98883;0.00578948;0.988358
39;44;56;0.9733;0.0137346;0.97217
40;44;56;0.894926;0.0535709;0.88704
41;44;56;0.708761;0.147995;0.654522
42;44;56;0.452288;0.276903;0.24052
43;44;56;0.237479;0.386336;-0.238624
44;44;56;0.107881;0.451067;-0.613987
45;44;56;0.0459708;0.483842;-0.826464
46;44;56;0.0194213;0.497338;-0.924834
47;44;56;0.00896764;0.502616;-0.964942
48;44;56;0.00488432;0.504767;-0.980833
49;44;56;0.00329638;0.505573;-0.987044
50;44;56;0.0028623;0.505785;-0.988745
51;44;56;0.00323372;0.505611;-0.98729
52;44;56;0.00471636;0.504877;-0.98149
53;44;56;0.00858085;0.502858;-0.966444
54;44;56;0.0185451;0.497826;-0.928171
55;44;56;0.0441383;0.484831;-0.833116
56;44;56;0.104543;0.452793;-0.624849
57;44;56;0.232527;0.388803;-0.251517
58;44;56;0.447038;0.279462;0.230661
59;44;56;0.705503;0.149534;0.650229
60;44;56;0.894105;0.0539125;0.886263
61;44;56;0.973324;0.0136815;0.972277
38;45;56;0.988405;0.00602417;0.987884
39;45;56;0.943529;0.0288459;0.940669
40;45;56;0.801052;0.101061;0.775945
41;45;56;0.543808;0.231317;0.403149
42;45;56;0.286762;0.360973;-0.11457
43;45;56;0.122808;0.443586;-0.566352
44;45;56;0.0459708;0.483842;-0.826464
45;45;56;0.0159102;0.499092;-0.938213
46;45;56;0.0057047;0.50425;-0.977627
47;45;56;0.00232663;0.505977;-0.990846
48;45;56;0.00115736;0.506576;-0.995441
49;45;56;0.000739368;0.506782;-0.997086
50;45;56;0.000630414;0.506841;-0.997515
51;45;56;0.000728619;0.506796;-0.997129
52;45;56;0.00112795;0.506603;-0.995557
53;45;56;0.0022578;0.50604;-0.991116
54;45;56;0.00554888;0.504361;-0.978236
55;45;56;0.0155943;0.499297;-0.939427
56;45;56;0.0454635;0.484103;-0.828299
57;45;56;0.122466;0.443784;-0.567449
58;45;56;0.287431;0.360544;-0.112832
59;45;56;0.546218;0.229993;0.407395
60;45;56;0.80387;0.099552;0.779611
61;45;56;0.94506;0.0280274;0.942395
62;45;56;0.988869;0.00576602;0.988406
38;46;56;0.978095;0.0112824;0.977193
39;46;56;0.898437;0.0517262;0.891121
40;46;56;0.68838;0.158306;0.626057
41;46;56;0.39881;0.304148;0.134662
42;46;56;0.176416;0.416898;-0.40532
43;46;56;0.0630134;0.474658;-0.765606
44;46;56;0.0194213;0.497338;-0.924834
45;46;56;0.0057047;0.50425;-0.977627
46;46;56;0.00179935;0.506197;-0.992916
47;46;56;0.000665838;0.506786;-0.997376
48;46;56;0.000307282;0.50695;-0.998788
49;46;56;0.000187047;0.50701;-0.999262
50;46;56;0.000157261;0.507024;-0.99938
51;46;56;0.000186493;0.507016;-0.999265
52;46;56;0.000306332;0.506961;-0.998792
53;46;56;0.000666925;0.506796;-0.997372
54;46;56;0.0018197;0.506207;-0.992836
55;46;56;0.00583455;0.504222;-0.977122
56;46;56;0.0200051;0.497053;-0.922619
57;46;56;0.0649817;0.473609;-0.758697
58;46;56;0.181569;0.414286;-0.390559
59;46;56;0.407883;0.29948;0.153249
60;46;56;0.69784;0.153427;0.639533
61;46;56;0.903419;0.0491486;0.896808
62;46;56;0.979526;0.0105339;0.978721
38;47;56;0.964074;0.0184126;0.962518
39;47;56;0.844363;0.0792196;0.828452
40;47;56;0.581955;0.211851;0.466239
41;47;56;0.293521;0.357586;-0.0983942
42;47;56;0.111494;0.449615;-0.602595
43;47;56;0.0340182;0.489799;-0.870114
44;47;56;0.00896764;0.502616;-0.964942
45;47;56;0.00232663;0.505977;-0.990846
46;47;56;0.000665838;0.506786;-0.997376
47;47;56;0.000227338;0.506999;-0.999104
48;47;56;9.83968e-05;0.507066;-0.999612
49;47;56;5.75424e-05;0.507086;-0.999773
50;47;56;4.80604e-05;0.507087;-0.99981
51;47;56;5.86055e-05;0.507086;-0.999769
52;47;56;0.000102024;0.507067;-0.999598
53;47;56;0.000239967;0.506994;-0.999054
54;47;56;0.0007155;0.506767;-0.99718
55;47;56;0.00253463;0.505879;-0.990029
56;47;56;0.00980282;0.502177;-0.961706
57;47;56;0.0368856;0.488314;-0.859537
58;47;56;0.119094;0.445712;-0.578283
59;47;56;0.308081;0.350204;-0.0639888
60;47;56;0.59918;0.203029;0.493826
61;47;56;0.854755;0.0739229;0.8408
62;47;56;0.967173;0.0168098;0.965833
38;48;56;0.948994;0.026072;0.946523
39;48;56;0.793199;0.105168;0.765869
40;48;56;0.500296;0.253178;0.327971
41;48;56;0.226486;0.391314;-0.266798
42;48;56;0.0766609;0.467677;-0.718333
43;48;56;0.0206322;0.496597;-0.92022
44;48;56;0.00488432;0.504767;-0.980833
45;48;56;0.00115736;0.506576;-0.995441
46;48;56;0.000307282;0.50695;-0.998788
47;48;56;9.83968e-05;0.507066;-0.999612
48;48;56;4.05972e-05;0.5071;-0.99984
49;48;56;2.3219e-05;0.507104;-0.999908
50;48;56;1.94775e-05;0.507104;-0.999923
51;48;56;2.44123e-05;0.507103;-0.999904
52;48;56;4.46118e-05;0.507095;-0.999824
53;48;56;0.000112049;0.507052;-0.999558
54;48;56;0.000358816;0.506911;-0.998585
55;48;56;0.00136929;0.506467;-0.994607
56;48;56;0.00575389;0.5043;-0.977438
57;48;56;0.0237783;0.494937;-0.908318
58;48;56;0.0856744;0.463068;-0.687743
59;48;56;0.245091;0.381806;-0.218081
60;48;56;0.524952;0.240715;0.371228
61;48;56;0.809946;0.0966129;0.786858
62;48;56;0.954328;0.023346;0.952242
37;49;56;0.9891;0.00561645;0.988707
38;49;56;0.937204;0.0320941;0.933779
39;49;56;0.756988;0.12346;0.719551
40;49;56;0.450311;0.278334;0.236024
41;49;56;0.190475;0.409755;-0.365326
42;49;56;0.0597658;0.476376;-0.777052
43;49;56;0.0148929;0.499518;-0.942097
44;49;56;0.00329638;0.505573;-0.987044
45;49;56;0.000739368;0.506782;-0.997086
46;49;56;0.000187047;0.50701;-0.999262
47;49;56;5.75424e-05;0.507086;-0.999773
48;49;56;2.3219e-05;0.507104;-0.999908
49;49;56;1.3292e-05;0.507104;-0.999948
50;49;56;1.13345e-05;0.507104;-0.999955
51;49;56;1.45385e-05;0.5071;-0.999943
52;49;56;2.74673e-05;0.507092;-0.999892
53;49;56;7.20879e-05;0.507061;-0.999716
54;49;56;0.000241947;0.506963;-0.999046
55;49;56;0.000963021;0.506648;-0.996206
56;49;56;0.00422296;0.505095;-0.983417
57;49;56;0.0183417;0.497676;-0.928911
58;49;56;0.0700879;0.471036;-0.740954
59;49;56;0.212851;0.398319;-0.303463
60;49;56;0.481656;0.262419;0.294643
61;49;56;0.779897;0.11182;0.749202
62;49;56;0.944809;0.0282082;0.942019
37;50;56;0.988257;0.00605221;0.987826
38;50;56;0.932558;0.0344747;0.9287
39;50;56;0.743473;0.130265;0.701822
40;50;56;0.432961;0.28719;0.202418
41;50;56;0.178602;0.415722;-0.398975
42;50;56;0.054582;0.479108;-0.795454
43;50;56;0.0132394;0.500421;-0.948451
44;50;56;0.0028623;0.505785;-0.988745
45;50;56;0.000630414;0.506841;-0.997515
46;50;56;0.000157261;0.507024;-0.99938
47;50;56;4.80604e-05;0.507087;-0.99981
48;50;56;1.94775e-05;0.507104;-0.999923
49;50;56;1.13345e-05;0.507104;-0.999955
50;50;56;9.87016e-06;0.507106;-0.999961
51;50;56;1.29214e-05;0.507096;-0.999949
52;50;56;2.49078e-05;0.507089;-0.999902
53;50;56;6.65985e-05;0.507049;-0.999737
54;50;56;0.000226481;0.506961;-0.999107
55;50;56;0.000907056;0.506661;-0.996426
56;50;56;0.00398751;0.505183;-0.984337
57;50;56;0.0174045;0.498182;-0.932487
58;50;56;0.0670359;0.472591;-0.751547
59;50;56;0.20574;0.401898;-0.322821
60;50;56;0.47111;0.267798;0.275153
61;50;56;0.771595;0.115973;0.738671
62;50;56;0.941862;0.0297174;0.938827
63;50;56;0.989909;0.00519835;0.989552
37;51;56;0.989013;0.00565922;0.988621
38;51;56;0.936668;0.0323677;0.933196
39;51;56;0.755195;0.12436;0.71722
40;51;56;0.447738;0.279649;0.231086
41;51;56;0.188574;0.410714;-0.370674
42;51;56;0.0588989;0.476837;-0.78012
43;51;56;0.014621;0.499674;-0.943142
44;51;56;0.00323372;0.505611;-0.98729
45;51;56;0.000728619;0.506796;-0.997129
46;51;56;0.000186493;0.507016;-0.999265
47;51;56;5.86055e-05;0.507086;-0.999769
48;51;56;2.44123e-05;0.507103;-0.999904
49;51;56;1.45385e-05;0.5071;-0.999943
50;51;56;1.29214e-05;0.507096;-0.999949
51;51;56;1.72056e-05;0.507092;-0.999932
52;51;56;3.3411e-05;0.507083;-0.999868
53;51;56;8.8569e-05;0.507045;-0.999651
54;51;56;0.000294444;0.506911;-0.998839
55;51;56;0.00114505;0.506548;-0.995489
56;51;56;0.00486188;0.50473;-0.980919
